"","geohash","netdiff","netdiff2","netdiff3","netdiff4","netdiff5","netdiff6","netdiff7","netdiff8","netdiff9","netdiff10","netdiff11","netdiff12"
"10353","dr5x26z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10354","dr5x349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10355","dr5x34b",NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-1,-1
"10356","dr5x865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10357","dr5x8jc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10358","dr5x91g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10359","dr5xc5v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10360","dr72h3x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10361","dr72hsr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10362","dr72jqf",NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-2,1
"10363","dr72jxz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10364","dr72mtp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10365","dr72q09",NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-1,1
"10366","dr72q43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10367","dr72q52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10368","dr72qk7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10369","dr72r54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10370","dr5pr06",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2,-1
"10371","dr5pr0d",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,0,1
"10372","dr5pr1k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10373","dr5qcux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10374","dr5r56m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10375","dr5r5ue",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1
"10376","dr5r7cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10377","dr5re6q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10378","dr5rgt5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10379","dr5rgvk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-1
"10380","dr5rgye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10381","dr5rgzp",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-1
"10382","dr5rgzq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10383","dr5rh08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10384","dr5rhbq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10385","dr5rhgw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10386","dr5rk19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10387","dr5rk6t",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-3,-1
"10388","dr5rkkp",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-2
"10389","dr5rmpy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10390","dr5rmu8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10391","dr5rmze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10392","dr5rqdx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10393","dr5rs2f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10394","dr5rtcs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10395","dr5rtf6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10396","dr5rtj0",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,0
"10397","dr5rtkc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10399","dr5rtqc",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"10400","dr5rubr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10401","dr5runq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10402","dr5rupn",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"10403","dr5rv3j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10404","dr5rvme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10405","dr5rvwk",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1
"10406","dr5rww5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10407","dr5rxbt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10408","dr5rxw7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10409","dr5ry1v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10410","dr5ry23",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-1
"10411","dr5ry52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10412","dr5ryt8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10413","dr5rz15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10414","dr5rz1j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10415","dr5rzp5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"10416","dr5rzv8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10417","dr5x0wx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10418","dr5x2rh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10419","dr5x30q",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-1
"10420","dr5x35d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10421","dr5x82n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10422","dr5x8jy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10423","dr5x8ng",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10424","dr5x8nh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10425","dr5x96v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10426","dr5x9q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10427","dr5xbcp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10428","dr5xbe1",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1
"10429","dr5xc0s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10430","dr72h1v",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,-1
"10431","dr72h34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10432","dr72hj3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10433","dr72j40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10434","dr72jvy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10435","dr72jxf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10436","dr72jzd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10437","dr72nnm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10438","dr72p87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10439","dr72p9j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10440","dr72p9q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10441","dr72pdq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10442","dr72q3d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10443","dr72qbs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10444","dr72qt1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10445","dr780cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10446","dr5pr1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1
"10447","dr5qv5b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"10448","dr5r51x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10449","dr5r56c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10450","dr5r5kr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10451","dr5r5uf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10452","dr5r5v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2
"10453","dr5r5wm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10454","dr5r5x6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0
"10455","dr5r5zh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10456","dr5r7gt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"10457","dr5re9c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10458","dr5reqx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10459","dr5rewu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10460","dr5rg9h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"10461","dr5rg9s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10462","dr5rgb3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"10463","dr5rgg7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"10464","dr5rgtk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10465","dr5rgv8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10466","dr5rhn8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10467","dr5rhwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"10468","dr5rjj9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10469","dr5rjun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"10470","dr5rk0f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10471","dr5rk7m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10472","dr5rkhz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10473","dr5rkp0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"10474","dr5rm7j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10475","dr5rmm6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10476","dr5rsy9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10477","dr5rtzv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1
"10478","dr5rtzz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10479","dr5rurb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"10480","dr5rvzn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10481","dr5rw5h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10482","dr5rw7j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10483","dr5rwb5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10484","dr5rwjw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10485","dr5rwpb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10486","dr5rwqq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"10487","dr5ry06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10488","dr5ryy9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"10489","dr5rz8d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"10490","dr5rzjp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"10491","dr5rzmj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0
"10492","dr5x1py",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"10493","dr5x21d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"10494","dr5x2cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"10495","dr5x2hv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"10496","dr5x32m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1
"10497","dr5x60v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10498","dr5x8rf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10499","dr5x8sn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10500","dr5x95m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10501","dr5xbjr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10502","dr5xckq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10503","dr5xd31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10504","dr5xdng",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10505","dr724kd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0
"10506","dr725fj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10507","dr72h06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10508","dr72hsv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"10509","dr72jdk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-5
"10510","dr72mfd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10511","dr72mg4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1
"10512","dr72nbt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10513","dr72nkg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"10515","dr72nxk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"10516","dr72qth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"10517","dr72reb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1
"10518","dr72t7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0
"10519","dr72tcw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10520","dr72w4j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10521","dr72w5u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10522","dr72w9u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"10523","dr5nyvh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10524","dr5pnzk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10525","dr5pppy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10526","dr5pt1w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10527","dr5pt5v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10528","dr5ptkx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10529","dr5pts9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10530","dr5pzcn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10531","dr5pzur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10532","dr5qfhb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10533","dr5qfx3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10534","dr5qgn5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10535","dr5qgn7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10536","dr5qgtd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10537","dr5qguq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10538","dr5qgxm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10539","dr5qugg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10540","dr5qumx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10541","dr5qunk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10542","dr5quqy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10543","dr5qur7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10544","dr5qurk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10545","dr5qurr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10546","dr5qurt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10547","dr5qut8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10548","dr5quue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10549","dr5quve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10550","dr5quw0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10551","dr5quwb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10552","dr5quwq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10553","dr5quxb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10554","dr5quxc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10555","dr5quxp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10556","dr5quyx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10557","dr5qv5g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10558","dr5qvhz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10559","dr5qvjp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10560","dr5qvkb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10561","dr5qvkf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10562","dr5qvkq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10563","dr5qvkr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10564","dr5qvks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10565","dr5qvw4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10566","dr5r0tf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10567","dr5r11w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10568","dr5r23e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10569","dr5r2p8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10570","dr5r483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10571","dr5r49r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10572","dr5r4c2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10573","dr5r4cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10574","dr5r4cw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10575","dr5r4fc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10576","dr5r4u0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10577","dr5r53c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10578","dr5r540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10579","dr5r542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10580","dr5r548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10581","dr5r59z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10582","dr5r5b6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10583","dr5r5ch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10584","dr5r5f0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10585","dr5r5gv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10586","dr5r5jx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10587","dr5r5kt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10588","dr5r5mq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10589","dr5r5tj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10590","dr5r5v4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10591","dr5r5w3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10592","dr5r5w6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10593","dr5r5wr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10594","dr5r5wz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10595","dr5r5x7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10596","dr5r5xb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10597","dr5r5z7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10598","dr5r5z8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10599","dr5r6ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10600","dr5r6cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10601","dr5r6cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10602","dr5r6fn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10603","dr5r6gx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10604","dr5r6ry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10605","dr5r6sg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10606","dr5r6wc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10607","dr5r6wd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10608","dr5r73v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10609","dr5r74v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10610","dr5r757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10611","dr5r794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10612","dr5r796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10613","dr5r79w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10614","dr5r7ge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10615","dr5r7qr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10616","dr5r7rr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10617","dr5r7sr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10618","dr5r7v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10619","dr5r7xw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10620","dr5r7ym",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10621","dr5r848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10622","dr5r84g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10623","dr5r851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10624","dr5r8cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10625","dr5r8d2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10626","dr5r8d5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10627","dr5r94m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10628","dr5r97b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10629","dr5r9j9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10630","dr5r9k2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10631","dr5r9r9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10632","dr5rb10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10633","dr5rcyt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10634","dr5rd2n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10635","dr5rd2z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10636","dr5rd91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10637","dr5rdbz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10638","dr5rdgg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10639","dr5rdt1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10640","dr5rdtg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10641","dr5rdvf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10642","dr5rdy6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10643","dr5rdzm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10644","dr5re0x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10645","dr5re35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10646","dr5re3h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10647","dr5re6j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10648","dr5re6p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10649","dr5re6y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10650","dr5re7c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
